Bangla,IPA,CMUBETs
"সাথে সাথে সবকিছু যেন স্থির হয়ে যায়, নিঃশব্দ হয়ে যায়",ʃa.t̪ʰe ʃa.t̪ʰe ʃɔb.ki.cʰu ɟe.no st̪ʰir ho.je ɟaj niʃ.ʃɔb.d̪o ho.je ɟaj ,SH AA T EY SIL SH AA T EY SIL SH AO B K IH UW SIL JH EY N OW SIL S T IH R SIL HH OW Y EY SIL JH AA Y SIL N IH SH SH AO B D OW SIL HH OW Y EY SIL JH AA Y
বিস্তীর্ণ এলাকায় হিংস্র-চোখে বসে থাকা বেজিগুলো হঠাৎ যেন বিভ্রান্ত হয়ে যায়,bis.t̪irn.no e.la.kaj hiŋs.sro co.kʰe bɔ.ʃe t̪ʰa.ka be.ɟi.gu.lo hɔ.tʰat̪ ɟe.no bib.bʰran.t̪o ho.je ɟaj ,B IH S T IH R N N OW SIL EY L AA K AA Y SIL HH IH NG S S R OW SIL OW K EY SIL B AO SH EY SIL T AA K AA SIL B EY JH IH UW L OW SIL HH AO T AA T SIL JH EY N OW SIL B IH B B R AA N T OW SIL HH OW Y EY SIL JH AA Y
"অনভ্যস্ত হাতে শক্ত করে ধরে রাখা বন্দুকটা নিয়ে শ্রাবণী আবার বলল, সুসু-সুসু ... ”",ɔ.nob.bʰos.t̪o ha.t̪e ʃɔk.t̪o ko.re d̪ʰɔ.re ra.kʰa bon.d̪uk.ta ni.je sra.bo.ni a.bar bol.lo ʃu.ʃu ʃu.ʃu ,AO N OW B B OW S T OW SIL HH AA T EY SIL SH AO K T OW SIL K OW R EY SIL D AO R EY SIL R AA K AA SIL B OW N D UW K T AA SIL N IH Y EY SIL S R AA B OW N IH SIL AA B AA R SIL B OW L L OW SIL SH UW SH UW SIL SH UW SH UW
"কয়েক মুহূর্ত অপেক্ষা করে আবার উচ্চকণ্ঠে বলল, সুসু-সুসু ... ”",kɔ.ek mu.hurt̪.t̪o ɔ.pek.kʰa ko.re a.bar uc.co.kɔn.tʰe bol.lo ʃu.ʃu ʃu.ʃu ,K AO EY K SIL M UW HH UW R T T OW SIL AO P EY K K AA SIL K OW R EY SIL AA B AA R SIL UW OW K AO N T EY SIL B OW L L OW SIL SH UW SH UW SIL SH UW SH UW
হঠাৎ করে প্রতিধ্বনির মতো কথাগুলো ফিরে আসতে শুরু করে,hɔ.tʰat̪ ko.re pro.t̪id̪.d̪ʰo.nir mɔ.t̪o kɔ.t̪ʰa.gu.lo pʰi.re aʃ.t̪e ʃu.ru ko.re ,HH AO T AA T SIL K OW R EY SIL P R OW T IH D D OW N IH R SIL M AO T OW SIL K AO T AA UW L OW SIL P IH R EY SIL AA SH T EY SIL SH UW R UW SIL K OW R EY
"মনে হয় সমস্ত বনাঞ্চল যেন প্রতিধ্বনি করে উঠে, সুসু-সুসু ... ”",mo.ne hɔj ʃɔ.mos.t̪o bo.nan.cɔl ɟe.no pro.t̪id̪.d̪ʰo.ni ko.re u.tʰe ʃu.ʃu ʃu.ʃu ,M OW N EY SIL HH AO Y SIL SH AO M OW S T OW SIL B OW N AA N AO L SIL JH EY N OW SIL P R OW T IH D D OW N IH SIL K OW R EY SIL UW T EY SIL SH UW SH UW SIL SH UW SH UW
"জয়ন্ত কাঁপা গলায় বলল, কমিউনিকেট করা গেছে",ɟɔj.on.t̪o kã.pa gɔ.laj bol.lo kɔ.miu.ni.ket kɔ.ra gæ.cʰe ,JH AO Y OW N T OW SIL K AA P AA SIL AO L AA Y SIL B OW L L OW SIL K AO M IH UW N IH K EY T SIL K AO R AA SIL AE EY
"মনে হয় বেঁচে গেলাম""",mo.ne hɔj bẽ.ce ge.lam ,M OW N EY SIL HH AO Y SIL B EY EY SIL EY L AA M
"এখনো জানি না""",æ.kʰo.no ɟa.ni na ,AE K OW N OW SIL JH AA N IH SIL N AA
"শ্রাবণী বলল, হাঁটতে থাক""",sra.bo.ni bol.lo hãt.t̪e t̪ʰak ,S R AA B OW N IH SIL B OW L L OW SIL HH AA T T EY SIL T AA K
চারজনের ছোট দলটা দ্রুত হাঁটতে শুরু করে,car.ɟo.ner cʰo.to d̪ɔl.ta d̪ru.t̪o hãt.t̪e ʃu.ru ko.re ,AA R JH OW N EY R SIL OW T OW SIL D AO L T AA SIL D R UW T OW SIL HH AA T T EY SIL SH UW R UW SIL K OW R EY
হাতে করে রাখা সলভেন্টের ভারী বোতলগুলো ঠেলে নেয়া কষ্টকর হতে থাকে,ha.t̪e ko.re ra.kʰa sɔl.bʰen.ter bʰa.ri bo.t̪ol.gu.lo tʰe.le ne.a kɔʃ.to.kɔr ho.t̪e t̪ʰa.ke ,HH AA T EY SIL K OW R EY SIL R AA K AA SIL S AO L B EY N T EY R SIL B AA R IH SIL B OW T OW L UW L OW SIL T EY L EY SIL N EY AA SIL K AO SH T OW K AO R SIL HH OW T EY SIL T AA K EY
তারা তখন একটা একটা করে ফেলে দিয়ে আসতে থাকে,t̪a.ra t̪ɔ.kʰon æk.ta æk.ta ko.re pʰe.le d̪i.e aʃ.t̪e t̪ʰa.ke ,T AA R AA SIL T AO K OW N SIL AE K T AA SIL AE K T AA SIL K OW R EY SIL P EY L EY SIL D IH EY SIL AA SH T EY SIL T AA K EY
তাদের ডানে বায়ে সামনে পিছনে বেজি,t̪a.d̪er da.ne ba.e ʃam.ne pi.cʰo.ne be.ɟi ,T AA D EY R SIL D AA N EY SIL B AA EY SIL SH AA M N EY SIL P IH OW N EY SIL B EY JH IH
"ধূসর বেজিগুলো সরে গিয়ে তাদের জায়গা করে দিচ্ছে, তারা সে জায়গায় পা ফেলে এগিয়ে যেতে থাকে",d̪ʰu.ʃɔr be.ɟi.gu.lo ʃo.re gi.e t̪a.d̪er ɟaj.ga ko.re d̪ic.cʰe t̪a.ra ʃe ɟaj.gaj pa pʰe.le e.gi.je ɟe.t̪e t̪ʰa.ke ,D UW SH AO R SIL B EY JH IH UW L OW SIL SH OW R EY SIL IH EY SIL T AA D EY R SIL JH AA Y AA SIL K OW R EY SIL D IH EY SIL T AA R AA SIL SH EY SIL JH AA Y AA Y SIL P AA SIL P EY L EY SIL EY IH Y EY SIL JH EY T EY SIL T AA K EY
"একটু পরপর তারা দাঁড়িয়ে পড়ে চাপা গলায় বলছে, সুসু-সুসু ... ” যার অর্থ আমাদের মেরে ফেলো না প্লিজ""",ek.tu pɔr.pɔr t̪a.ra d̪ã.ɾi.je pɔ.ɾe ca.pa gɔ.laj bol.cʰe ʃu.ʃu ʃu.ʃu ɟar ɔrt̪.t̪ʰo a.ma.d̪er me.re pʰæ.lo na pliɟ ,EY K T UW SIL P AO R P AO R SIL T AA R AA SIL D AA DX IH Y EY SIL P AO DX EY SIL AA P AA SIL AO L AA Y SIL B OW L EY SIL SH UW SH UW SIL SH UW SH UW SIL JH AA R SIL AO R T T OW SIL AA M AA D EY R SIL M EY R EY SIL P AE L OW SIL N AA SIL P L IH JH
"তার প্রত্যুত্তরে বেজিগুলোও বলছে, সুসু-সুসু -” পৃথিবীর সবচেয়ে বুদ্ধিমান প্রজাতির কাছে সেটাও যেন অবোধ প্রাণীগুলোর একধরনের আকুতি",t̪ar prot̪.t̪ut̪.t̪ɔ.re be.ɟi.gu.lo.o bol.cʰe ʃu.ʃu ʃu.ʃu pri.t̪ʰi.bir ʃɔb.ce.je bud̪.d̪ʰi.man pro.ɟa.t̪ir ka.cʰe ʃe.tao ɟe.no ɔ.bod̪ʰ pra.ni.gu.lor æk.d̪ʰɔ.ro.ner a.ku.t̪i ,T AA R SIL P R OW T T UW T T AO R EY SIL B EY JH IH UW L OW OW SIL B OW L EY SIL SH UW SH UW SIL SH UW SH UW SIL P R IH T IH B IH R SIL SH AO B EY Y EY SIL B UW D D IH M AA N SIL P R OW JH AA T IH R SIL K AA EY SIL SH EY T AA OW SIL JH EY N OW SIL AO B OW D SIL P R AA N IH UW L OW R SIL AE K D AO R OW N EY R SIL AA K UW T IH
জোছনার নরম আলোতে পা ফেলে ফেলে হাজার হাজার বেজিকে পিছনে ফেলে তারা শেষপর্যন্ত বালুবেলায় চলে এল,ɟo.cʰo.nar nɔ.rom a.lo.t̪e pa pʰe.le pʰe.le ha.ɟar ha.ɟar be.ɟi.ke pi.cʰo.ne pʰe.le t̪a.ra ʃeʃ.por.ɟon.t̪o ba.lu.be.laj cɔ.le e.lo ,JH OW OW N AA R SIL N AO R OW M SIL AA L OW T EY SIL P AA SIL P EY L EY SIL P EY L EY SIL HH AA JH AA R SIL HH AA JH AA R SIL B EY JH IH K EY SIL P IH OW N EY SIL P EY L EY SIL T AA R AA SIL SH EY SH P OW R JH OW N T OW SIL B AA L UW B EY L AA Y SIL AO L EY SIL EY L OW
বালুবেলার নরম বালুতে পা ফেলে তারা এগিয়ে যায়,ba.lu.be.lar nɔ.rom ba.lu.t̪e pa pʰe.le t̪a.ra e.gi.je ɟaj ,B AA L UW B EY L AA R SIL N AO R OW M SIL B AA L UW T EY SIL P AA SIL P EY L EY SIL T AA R AA SIL EY IH Y EY SIL JH AA Y
এই তো সামনে আর কিছুদূরে ট্রলারটি সমুদ্রের ঢেউয়ে দুলে দুলে উঠছে,ei t̪o ʃam.ne ar ki.cʰu.d̪u.re trɔ.lar.ti ʃo.mud̪.d̪rer dʰeu.je d̪u.le d̪u.le utʰ.cʰe ,EY IH SIL T OW SIL SH AA M N EY SIL AA R SIL K IH UW D UW R EY SIL T R AO L AA R T IH SIL SH OW M UW D D R EY R SIL D EY UW Y EY SIL D UW L EY SIL D UW L EY SIL UW T EY
আর কয়েকপা এগিয়ে গেলে তারা বেঁচে যাবে - ভয়ঙ্কর একটা দুঃস্বপ্ন থেকে তারা রক্ষা পেয়ে যাবে,ar kɔ.jek.pa e.gi.je ge.le t̪a.ra bẽ.ce ɟa.be bʰɔj.oŋ.kɔr æk.ta d̪uʃ.ʃɔp.no t̪ʰe.ke t̪a.ra rok.kʰa pe.e ɟa.be ,AA R SIL K AO Y EY K P AA SIL EY IH Y EY SIL EY L EY SIL T AA R AA SIL B EY EY SIL JH AA B EY SIL B AO Y OW NG K AO R SIL AE K T AA SIL D UW SH SH AO P N OW SIL T EY K EY SIL T AA R AA SIL R OW K K AA SIL P EY EY SIL JH AA B EY
কিন্তু ঠিক তখন জয়ন্ত দাঁড়িয়ে গেল,kin.t̪u tʰik t̪ɔ.kʰon ɟɔj.on.t̪o d̪ã.ɾi.je gæ.lo ,K IH N T UW SIL T IH K SIL T AO K OW N SIL JH AO Y OW N T OW SIL D AA DX IH Y EY SIL AE L OW
"নিয়াজ বিরক্ত হয়ে বলল, কী হল""",ni.jaɟ bi.rɔk.t̪o ho.je bol.lo ki hɔl ,N IH Y AA JH SIL B IH R AO K T OW SIL HH OW Y EY SIL B OW L L OW SIL K IH SIL HH AO L
"তোরা যা আমি আসছি""",t̪o.ra ɟa a.mi aʃ.cʰi ,T OW R AA SIL JH AA SIL AA M IH SIL AA SH IH
"নিয়াজ অবাক হয়ে বলল, কোথা থেকে আসছিস""",ni.jaɟ ɔ.bak ho.je bol.lo ko.t̪ʰa t̪ʰe.ke aʃ.cʰiʃ ,N IH Y AA JH SIL AO B AA K SIL HH OW Y EY SIL B OW L L OW SIL K OW T AA SIL T EY K EY SIL AA SH IH SH
"বেজিগুলোর কাছ থেকে""",be.ɟi.gu.lor kacʰ t̪ʰe.ke ,B EY JH IH UW L OW R SIL K AA SIL T EY K EY
"বিদায় নিয়ে আসবি""",bi.d̪aj ni.je aʃ.bi ,B IH D AA Y SIL N IH Y EY SIL AA SH B IH
"নিয়াজ খেপে গিয়ে বলল, গালে চুমু দিয়ে বিদায় নিয়ে আসবি""",ni.jaɟ kʰæ.pe gi.e bol.lo ga.le cu.mu d̪i.e bi.d̪aj ni.je aʃ.bi ,N IH Y AA JH SIL K AE P EY SIL IH EY SIL B OW L L OW SIL AA L EY SIL UW M UW SIL D IH EY SIL B IH D AA Y SIL N IH Y EY SIL AA SH B IH
"না, একটা জিনিস দিয়ে আসব""",na æk.ta ɟi.niʃ d̪i.e a.ʃob ,N AA SIL AE K T AA SIL JH IH N IH SH SIL D IH EY SIL AA SH OW B
"কী জিনিস""",ki ɟi.niʃ ,K IH SIL JH IH N IH SH
"ম্যাচটা""",mæc.ta ,M AE T AA
মনে নেই ম্যাচটার জন্যে কী করল,mo.ne nei mæc.tar ɟon.ne ki kor.lo ,M OW N EY SIL N EY IH SIL M AE T AA R SIL JH OW N N EY SIL K IH SIL K OW R L OW
"নিয়াজ রেগে বলল, দ্যাখ জয়ন্ত পাগলামি করিস না",ni.jaɟ re.ge bol.lo d̪ækʰ ɟɔj.on.t̪o pag.la.mi ko.riʃ na ,N IH Y AA JH SIL R EY EY SIL B OW L L OW SIL D AE K SIL JH AO Y OW N T OW SIL P AA L AA M IH SIL K OW R IH SH SIL N AA
তোর একগুঁয়েমির জন্য আমরা সবাই মরতে বসেছিলাম,t̪or æk.gũ.je.mir ɟon.no am.ra ʃɔ.bai mor.t̪e bo.ʃe.cʰi.lam ,T OW R SIL AE K UW Y EY M IH R SIL JH OW N N OW SIL AA M R AA SIL SH AO B AA IH SIL M OW R T EY SIL B OW SH EY IH L AA M
এখন আবার একগুঁয়েমি করে ফেরত যাচ্ছিস,æ.kʰon a.bar æk.gũ.je.mi ko.re pʰe.rot̪ ɟac.cʰiʃ ,AE K OW N SIL AA B AA R SIL AE K UW Y EY M IH SIL K OW R EY SIL P EY R OW T SIL JH AA IH SH
"ফাজলেমির একটা সীমা থাকা দরকার""",pʰaɟ.le.mir æk.ta ʃi.ma t̪ʰa.ka d̪ɔr.kar ,P AA JH L EY M IH R SIL AE K T AA SIL SH IH M AA SIL T AA K AA SIL D AO R K AA R
"জয়ন্ত বলল, তোদের যা ইচ্ছা বলতে পারিস",ɟɔj.on.t̪o bol.lo t̪o.d̪er ɟa ic.cʰa bol.t̪e pa.riʃ ,JH AO Y OW N T OW SIL B OW L L OW SIL T OW D EY R SIL JH AA SIL IH AA SIL B OW L T EY SIL P AA R IH SH
এই বেজিগুলো হচ্ছে মানুষের বুদ্ধিমত্তার একটা অংশ - তাদের বুদ্ধিমত্তাকে সম্মান করতে হবে,ei be.ɟi.gu.lo hoc.cʰe ma.nu.ʃer bud̪.d̪ʰi.mɔt̪.t̪ar æk.ta ɔŋ.ʃo t̪a.d̪er bud̪.d̪ʰi.mɔt̪.t̪a.ke ʃɔm.man kor.t̪e hɔ.be ,EY IH SIL B EY JH IH UW L OW SIL HH OW EY SIL M AA N UW SH EY R SIL B UW D D IH M AO T T AA R SIL AE K T AA SIL AO NG SH OW SIL T AA D EY R SIL B UW D D IH M AO T T AA K EY SIL SH AO M M AA N SIL K OW R T EY SIL HH AO B EY
"তোরা যা, আমি ম্যাচটা দিয়েই চলে আসব",t̪o.ra ɟa a.mi mæc.ta d̪i.jei cɔ.le a.ʃob ,T OW R AA SIL JH AA SIL AA M IH SIL M AE T AA SIL D IH Y EY IH SIL AO L EY SIL AA SH OW B
বুদ্ধিমত্তার প্রথম স্টেপ হচ্ছে আগুন,bud̪.d̪ʰi.mɔt̪.t̪ar pro.t̪ʰom step hoc.cʰe a.gun ,B UW D D IH M AO T T AA R SIL P R OW T OW M SIL S T EY P SIL HH OW EY SIL AA UW N
"ওদেরকে আগুন জ্বালানোর একটা সুযোগ করে দিই""",o.d̪er.ke a.gun ɟa.la.nor æk.ta ʃu.ɟog ko.re d̪i.i ,OW D EY R K EY SIL AA UW N SIL JH AA L AA N OW R SIL AE K T AA SIL SH UW JH OW SIL K OW R EY SIL D IH IH
"নিয়াজ ক্রুদ্ধ হয়ে বলল, ঢং করার জায়গা পাচ্ছিস না",ni.jaɟ krud̪.d̪ʰo ho.je bol.lo dʰɔŋ kɔ.rar ɟaj.ga pac.cʰiʃ na ,N IH Y AA JH SIL K R UW D D OW SIL HH OW Y EY SIL B OW L L OW SIL D AO NG SIL K AO R AA R SIL JH AA Y AA SIL P AA IH SH SIL N AA
এটা একটা ঢং করার ব্যাপার হল,e.ta æk.ta dʰɔŋ kɔ.rar bæ.par hɔl ,EY T AA SIL AE K T AA SIL D AO NG SIL K AO R AA R SIL B AE P AA R SIL HH AO L
"ন্যাকামো হল""",næ.ka.mo hɔl ,N AE K AA M OW SIL HH AO L
"হোক""",hok ,HH OW K
"জয়ন্ত পাথরের মত মুখ করে বলল, তোরা যা""",ɟɔj.on.t̪o pa.t̪ʰo.rer mɔt̪ mukʰ ko.re bol.lo t̪o.ra ɟa ,JH AO Y OW N T OW SIL P AA T OW R EY R SIL M AO T SIL M UW K SIL K OW R EY SIL B OW L L OW SIL T OW R AA SIL JH AA
"শ্রাবণী, নিয়াজ এবং জব্বার মিয়া হতবুদ্ধি হয়ে দেখল, জয়ন্ত আবার গভীর অরণ্যের মাঝে ঢুকে যাচ্ছে",sra.bo.ni ni.jaɟ e.bɔŋ ɟɔb.bar mi.a hɔ.t̪o.bud̪.d̪ʰi ho.je d̪ækʰ.lo ɟɔj.on.t̪o a.bar go.bʰir ɔ.ron.ner ma.ɟʰe dʰu.ke ɟac.cʰe ,S R AA B OW N IH SIL N IH Y AA JH SIL EY B AO NG SIL JH AO B B AA R SIL M IH AA SIL HH AO T OW B UW D D IH SIL HH OW Y EY SIL D AE K L OW SIL JH AO Y OW N T OW SIL AA B AA R SIL OW B IH R SIL AO R OW N N EY R SIL M AA JH EY SIL D UW K EY SIL JH AA EY
মানুষের বুদ্ধিমত্তার একটি অংশ বহন করছে যে-প্রাণী সেই প্রাণীর তীব্র কৌতূহলকে সম্মান না-দেখিয়ে সে ফিরে যেতে পারবে না,ma.nu.ʃer bud̪.d̪ʰi.mɔt̪.t̪ar ek.ti ɔŋ.ʃo bɔ.hon kor.cʰe ɟe pra.ni ʃei pra.nir t̪ib.bro kou.t̪u.hɔl.ke ʃɔm.man na d̪e.kʰi.je ʃe pʰi.re ɟe.t̪e par.be na ,M AA N UW SH EY R SIL B UW D D IH M AO T T AA R SIL EY K T IH SIL AO NG SH OW SIL B AO HH OW N SIL K OW R EY SIL JH EY SIL P R AA N IH SIL SH EY IH SIL P R AA N IH R SIL T IH B B R OW SIL K OW UW T UW HH AO L K EY SIL SH AO M M AA N SIL N AA SIL D EY K IH Y EY SIL SH EY SIL P IH R EY SIL JH EY T EY SIL P AA R B EY SIL N AA
জোছনার নরম আলোয় জয়ন্তের অপসৃয়মান দেহটিকে একটি অতিপ্রাকৃত প্রতিমূর্তির মতো মনে হতে থাকে,ɟo.cʰo.nar nɔ.rom a.loj ɟɔ.jon.t̪er ɔ.pos.sri.jo.man d̪e.ho.ti.ke ek.ti o.t̪ip.pra.kri.t̪o pro.t̪i.mur.t̪ir mɔ.t̪o mo.ne ho.t̪e t̪ʰa.ke ,JH OW OW N AA R SIL N AO R OW M SIL AA L OW Y SIL JH AO Y OW N T EY R SIL AO P OW S S R IH Y OW M AA N SIL D EY HH OW T IH K EY SIL EY K T IH SIL OW T IH P P R AA K R IH T OW SIL P R OW T IH M UW R T IH R SIL M AO T OW SIL M OW N EY SIL HH OW T EY SIL T AA K EY
চাঁদের আলোতে সমুদ্রের পানি কেমন জানি ঝিকমিক করছে,cã.d̪er a.lo.t̪e ʃo.mud̪.d̪rer pa.ni kæ.mon ɟa.ni ɟʰik.mik kor.cʰe ,AA D EY R SIL AA L OW T EY SIL SH OW M UW D D R EY R SIL P AA N IH SIL K AE M OW N SIL JH AA N IH SIL JH IH K M IH K SIL K OW R EY
তার মাঝে চাপা শব্দ করে ট্রলারটি এগিয়ে যাচ্ছে,t̪ar ma.ɟʰe ca.pa ʃɔb.d̪o ko.re trɔ.lar.ti e.gi.je ɟac.cʰe ,T AA R SIL M AA JH EY SIL AA P AA SIL SH AO B D OW SIL K OW R EY SIL T R AO L AA R T IH SIL EY IH Y EY SIL JH AA EY
"নিয়াজ অনভ্যস্ত হাতে ট্রলারের হালটি ধরে রেখেছে, সে কল্পনাও করতে পারে না দু'দিন আগে ট্রলারের উপর বসে থাকা নিয়ে তার ভেতরে একধরনের আতঙ্ক ছিল অথচ এখন সে এটি সমুদ্রের ওপর দিয়ে চালিয়ে নিয়ে যাচ্ছে",ni.jaɟ ɔ.nob.bʰos.t̪o ha.t̪e trɔ.la.rer hal.ti d̪ʰɔ.re re.kʰe.cʰe ʃe kɔl.po.na.o kor.t̪e pa.re na d̪u d̪in a.ge trɔ.la.rer u.pɔr bɔ.ʃe t̪ʰa.ka ni.je t̪ar bʰe.t̪o.re æk.d̪ʰɔ.ro.ner a.t̪ɔŋ.ko cʰi.lo ɔ.t̪ʰo.co æ.kʰon ʃe e.ti ʃo.mud̪.d̪rer o.pɔr d̪i.e ca.li.je ni.je ɟac.cʰe ,N IH Y AA JH SIL AO N OW B B OW S T OW SIL HH AA T EY SIL T R AO L AA R EY R SIL HH AA L T IH SIL D AO R EY SIL R EY K EY EY SIL SH EY SIL K AO L P OW N AA OW SIL K OW R T EY SIL P AA R EY SIL N AA SIL D UW SIL D IH N SIL AA EY SIL T R AO L AA R EY R SIL UW P AO R SIL B AO SH EY SIL T AA K AA SIL N IH Y EY SIL T AA R SIL B EY T OW R EY SIL AE K D AO R OW N EY R SIL AA T AO NG K OW SIL IH L OW SIL AO T OW OW SIL AE K OW N SIL SH EY SIL EY T IH SIL SH OW M UW D D R EY R SIL OW P AO R SIL D IH EY SIL AA L IH Y EY SIL N IH Y EY SIL JH AA EY
ট্রলারের ভেতরে জব্বার মিয়া লম্বা হয়ে শুয়ে আছে,trɔ.la.rer bʰe.t̪o.re ɟɔb.bar mi.a lɔm.ba ho.je ʃu.je a.cʰe ,T R AO L AA R EY R SIL B EY T OW R EY SIL JH AO B B AA R SIL M IH AA SIL L AO M B AA SIL HH OW Y EY SIL SH UW Y EY SIL AA EY
তার দুর্বল দেহে চেতনা আসছে এবং চলে যাচ্ছে,t̪ar d̪urb.bɔl d̪e.he ce.t̪o.na aʃ.cʰe e.bɔŋ cɔ.le ɟac.cʰe ,T AA R SIL D UW R B B AO L SIL D EY HH EY SIL EY T OW N AA SIL AA SH EY SIL EY B AO NG SIL AO L EY SIL JH AA EY
"ট্রলারটি সোজা দক্ষিণে গেলে লোকালয় পাওয়া যাবে, সেখান থেকে তাকে হাসপাতালে নিয়ে যাবে",trɔ.lar.ti ʃo.ɟa d̪ok.kʰi.ne ge.le lo.ka.lɔj pao.a ɟa.be ʃe.kʰan t̪ʰe.ke t̪a.ke haʃ.pa.t̪a.le ni.je ɟa.be ,T R AO L AA R T IH SIL SH OW JH AA SIL D OW K K IH N EY SIL EY L EY SIL L OW K AA L AO Y SIL P AA OW AA SIL JH AA B EY SIL SH EY K AA N SIL T EY K EY SIL T AA K EY SIL HH AA SH P AA T AA L EY SIL N IH Y EY SIL JH AA B EY
জব্বার মিয়া ভয় পায় না - সমুদ্রের বুকে সে এর থেকে অনেক বড় দুর্ঘটনাও পার হয়ে এসেছে,ɟɔb.bar mi.a bʰɔj paj na ʃo.mud̪.d̪rer bu.ke ʃe er t̪ʰe.ke ɔ.nek bɔ.ɾo d̪ur.gʰɔ.to.nao par ho.je e.ʃe.cʰe ,JH AO B B AA R SIL M IH AA SIL B AO Y SIL P AA Y SIL N AA SIL SH OW M UW D D R EY R SIL B UW K EY SIL SH EY SIL EY R SIL T EY K EY SIL AO N EY K SIL B AO DX OW SIL D UW R AO T OW N AA OW SIL P AA R SIL HH OW Y EY SIL EY SH EY EY
মৃত্যু বারবার আসে না - একবারই আসে এবং সত্যি সত্যি যখন আসবে সে একটুও ভয় না-পেয়ে তার মুখোমুখি হবে,mrit̪.t̪u bar.bar a.ʃe na æk.bar.i a.ʃe e.bɔŋ ʃot̪.t̪i ʃot̪.t̪i ɟɔ.kʰon aʃ.be ʃe ek.tu.o bʰɔj na pe.e t̪ar mu.kʰo.mu.kʰi hɔ.be ,M R IH T T UW SIL B AA R B AA R SIL AA SH EY SIL N AA SIL AE K B AA R IH SIL AA SH EY SIL EY B AO NG SIL SH OW T T IH SIL SH OW T T IH SIL JH AO K OW N SIL AA SH B EY SIL SH EY SIL EY K T UW OW SIL B AO Y SIL N AA SIL P EY EY SIL T AA R SIL M UW K OW M UW K IH SIL HH AO B EY
চাঁদটি এখন ঠিক মাথার ওপরে,cãd̪.ti æ.kʰon tʰik ma.t̪ʰar o.po.re ,AA D T IH SIL AE K OW N SIL T IH K SIL M AA T AA R SIL OW P OW R EY
পিছনে হকুনদিয়া দ্বীপ,pi.cʰo.ne ho.kun.d̪i.ja d̪ip ,P IH OW N EY SIL HH OW K UW N D IH Y AA SIL D IH P
"জোছনার নরম আলোতে এত দূর থেকে হকুনদিয়া দ্বীপটি দেখা পাওয়ার কথা নয়, কিন্তু সেটি স্পষ্ট দেখা যাচ্ছে, কারণ পুরো দ্বীপটি দাউদাউ করে জ্বলছে",ɟo.cʰo.nar nɔ.rom a.lo.t̪e æ.t̪o d̪ur t̪ʰe.ke ho.kun.d̪i.ja d̪ip.ti d̪æ.kʰa pa.o.jar kɔ.t̪ʰa nɔj kin.t̪u ʃe.ti spɔʃ.to d̪æ.kʰa ɟac.cʰe ka.ron pu.ro d̪ip.ti d̪au.d̪au ko.re ɟol.cʰe ,JH OW OW N AA R SIL N AO R OW M SIL AA L OW T EY SIL AE T OW SIL D UW R SIL T EY K EY SIL HH OW K UW N D IH Y AA SIL D IH P T IH SIL D AE K AA SIL P AA OW Y AA R SIL K AO T AA SIL N AO Y SIL K IH N T UW SIL SH EY T IH SIL S P AO SH T OW SIL D AE K AA SIL JH AA EY SIL K AA R OW N SIL P UW R OW SIL D IH P T IH SIL D AA UW D AA UW SIL K OW R EY SIL JH OW L EY
